# [1] = Julian year, [2] = vLSR (km/s), [3] = error estimate (km/s)
# https://wiki.mpe.mpg.de/gascloud/PlotsNData
#
2003.2711   990  50
2004.5356  1052  30
2005.2153  1010  50
2008.2624  1256  20
2009.3851  1404  30
2010.3539  1522  25
2011.3169  1692  60
2011.5665  1640  60
2012.2126  1934  50
2012.3612  1930  50
2012.4942  2030  50
2012.7036  2046  50
2013.2650  2180  50
